original_title,year,genre 1 kaggle,genre 2 kaggle,genre 3 kaggle,duration,country,language_1,director,writer,actors,actors_1,actors_f2,description,desc35,avg_vote,Budget - Inflation Adjusted, USA Gross Income - Inflation Adjusted ,USA_Profit, WW Gross Income - Inflation Adjusted ,WorldWide_Profit
Blades of Glory,2007,Comedy, Sport,,93,USA,English,"Josh Gordon, Will Speck","Jeff Cox, Craig Cox","Will Ferrell, Jon Heder, Will Arnett, Amy Poehler, Jenna Fischer, William Fichtner, Craig T. Nelson, Romany Malco, Nick Swardson, Scott Hamilton, Andy Richter, Greg Lindsay, Rob Corddry, Nick Jameson, Tom Virtue",Will Ferrell,"Will Ferrell, Jon Heder","In 2002, two rival Olympic ice skaters were stripped of their gold medals and permanently banned from men's single competition. Presently, however, they've found a loophole that will allow them to qualify as a pairs team.","In 2002, two rival Olympic ice",6.3,"$76,142,175.73 ","$148,033,555.97 ","$87,033,555.97 ","$21,062,219,533,299,800.00 ","$21,062,219,457,157,600.00 "
Saw IV,2007,Horror, Mystery, Thriller,93,"Canada, USA",English,Darren Lynn Bousman,"Patrick Melton, Marcus Dunstan","Tobin Bell, Costas Mandylor, Scott Patterson, Betsy Russell, Lyriq Bent, Athena Karkanis, Louis Ferreira, Simon Reynolds, Donnie Wahlberg, Angus Macfadyen, Shawnee Smith, Bahar Soomekh, Dina Meyer, Mike Realba, Marty Adams",Tobin Bell,"Tobin Bell, Costas Mandylor","Despite Jigsaw's death, and in order to save the lives of two of his colleagues, Lieutenant Rigg is forced to take part in a new game, which promises to test him to the limit.","Despite Jigsaw's death, and in",5.9,"$12,482,323.89 ","$79,013,228.81 ","$69,013,228.81 ","$20,143,221,186,545,900.00 ","$20,143,221,174,063,600.00 "
Bridge to Terabithia,2007,Drama, Family, Fantasy,96,USA,English,Gabor Csupo,"Jeff Stockwell, David Paterson","Josh Hutcherson, AnnaSophia Robb, Zooey Deschanel, Robert Patrick, Bailee Madison, Kate Butler, Devon Wood, Emma Fenton, Grace Brannigan, Latham Gaines, Judy McIntosh, Patricia Aldersley, Lauren Clinton, Isabelle Rose Kircher, Cameron Wakefield",Josh Hutcherson,"Josh Hutcherson, AnnaSophia Robb",A preteen's life turns upside down when he befriends the new girl in school and they imagine a whole new fantasy world to escape reality.,A preteen's life turns upside,7.1,"$21,219,950.61 ","$102,695,126.83 ","$85,695,126.83 ","$19,888,010,601,250,900.00 ","$19,888,010,580,030,900.00 "
Stardust,2007,Adventure, Family, Fantasy,127,"UK, USA",English,Matthew Vaughn,"Jane Goldman, Matthew Vaughn","Ian McKellen, Bimbo Hart, Alastair MacIntosh, David Kelly, Ben Barnes, Kate Magowan, Melanie Hill, Charlie Cox, Sienna Miller, Henry Cavill, Nathaniel Parker, Darby Hawker, Frank Ellis, Peter O'Toole, Mark Strong",Ian McKellen,"Ian McKellen, Bimbo Hart","In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm.",In a countryside town bordering,7.6,"$87,376,267.23 ","$48,225,380.96 ","($21,774,619.04)","$19,877,614,235,813,000.00 ","$19,877,614,148,436,700.00 "
1408,2007,Fantasy, Horror, Mystery,104,USA,English,Mikael Håfström,"Matt Greenberg, Scott Alexander","John Cusack, Tony Shalhoub, Len Cariou, Isiah Whitlock Jr., Jasmine Jessica Anthony, Paul Birchard, Margot Leicester, Walter Lewis, Eric Meyers, David Nicholson, Holly Hayes, Alexandra Silber, Johann Urb, Andrew Lee Potts, Emily Harvey",John Cusack,"John Cusack, Tony Shalhoub","A man who specialises in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror.",A man who specialises in debunking,6.8,"$31,205,809.72 ","$89,854,792.41 ","$64,854,792.41 ","$19,219,669,271,336,600.00 ","$19,219,669,240,130,800.00 "
Atonement,2007,Drama, Mystery, Romance,123,"UK, France, USA",English,Joe Wright,"Ian McEwan, Christopher Hampton","Saoirse Ronan, Ailidh Mackay, Brenda Blethyn, Julia West, James McAvoy, Harriet Walter, Keira Knightley, Juno Temple, Felix von Simson, Charlie von Simson, Alfie Allen, Patrick Kennedy, Benedict Cumberbatch, Peter Wight, Leander Deeny",Saoirse Ronan,"Saoirse Ronan, Ailidh Mackay",Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.,Thirteen-year-old fledgling writer,7.8,"$37,446,971.67 ","$63,568,814.51 ","$33,568,814.51 ","$18,938,263,163,972,800.00 ","$18,938,263,126,525,800.00 "
AVPR: Aliens vs Predator - Requiem,2007,Action, Adventure, Fantasy,94,"USA, Mexico",English,"Colin Strause, Greg Strause","Shane Salerno, Dan O'Bannon","Steven Pasquale, Reiko Aylesworth, John Ortiz, Johnny Lewis, Ariel Gade, Kristen Hager, Sam Trammell, Robert Joy, David Paetkau, Tom Woodruff Jr., Ian Whyte, Chelah Horsdal, Meshach Peters, Matt Ward, Michal Suchánek",Steven Pasquale,"Steven Pasquale, Reiko Aylesworth","Warring Alien and Predator races descend on a rural Colorado town, where unsuspecting residents must band together for any chance of survival.",Warring Alien and Predator races,4.7,"$49,929,295.56 ","$52,172,451.55 ","$12,172,451.55 ","$18,833,358,643,075,100.00 ","$18,833,358,593,145,800.00 "
The Heartbreak Kid,2007,Comedy, Romance,,116,USA,English,"Bobby Farrelly, Peter Farrelly","Scot Armstrong, Leslie Dixon","Ben Stiller, Malin Akerman, Michelle Monaghan, Jerry Stiller, Rob Corddry, Carlos Mencia, Scott Wilson, Polly Holliday, Danny McBride, Roy Jenkins, Stephanie Courtney, Amy Sloan, Jerry Sherman, Lauren Bowles, Nicholas Kromka",Ben Stiller,"Ben Stiller, Malin Akerman",A newly wed man who believes he's just gotten hitched to the perfect woman encounters another lady on his honeymoon.,A newly wed man who believes he's,5.8,"$74,893,943.34 ","$45,919,045.69 ","($14,080,954.31)","$18,567,721,481,695,000.00 ","$18,567,721,406,801,100.00 "
Charlie Wilson's War,2007,Biography, Comedy, Drama,102,"USA, Germany",English,Mike Nichols,"Aaron Sorkin, George Crile","Tom Hanks, Amy Adams, Julia Roberts, Philip Seymour Hoffman, Terry Bozeman, Brian Markinson, Jud Tylor, Hilary Angelo, Cyia Batten, Kirby Mitchell, Ed Regine, Daniel Eric Gold, Emily Blunt, Peter Gerety, Wynn Everett",Tom Hanks,"Tom Hanks, Amy Adams","A drama based on a Texas congressman Charlie Wilson's covert dealings in Afghanistan, where his efforts to assist rebels in their war with the Soviets have some unforeseen and long-reaching effects.",A drama based on a Texas congressman,7,"$93,617,429.17 ","$83,208,537.87 ","$8,208,537.87 ","$17,271,158,994,955,800.00 ","$17,271,158,901,338,400.00 "
Disturbia,2007,Crime, Drama, Mystery,105,USA,English,D.J. Caruso,"Christopher Landon, Carl Ellsworth","Shia LaBeouf, Sarah Roemer, Carrie-Anne Moss, David Morse, Aaron Yoo, Jose Pablo Cantillo, Matt Craven, Viola Davis, Brandon Caruso, Luciano Rauso, Daniel Caruso, Kevin Quinn, Elyse Mirto, Suzanne Rico, Kent Shocknek",Shia LaBeouf,"Shia LaBeouf, Sarah Roemer",A teen living under house arrest becomes convinced his neighbor is a serial killer.,A teen living under house arrest,6.8,"$24,964,647.78 ","$100,120,335.47 ","$80,120,335.47 ","$17,073,239,360,582,100.00 ","$17,073,239,335,617,500.00 "
The Water Horse,2007,Adventure, Family, Fantasy,112,"New Zealand, UK, Australia",English,Jay Russell,"Robert Nelson Jacobs, Dick King-Smith","Bruce Allpress, Geraldine Brophy, Eddie Campbell, Ben Chaplin, Peter Corrigan, Brian Cox, Carl Dixon, Alex Etel, Nathan Christopher Haase, Craig Hall, Ian Harcourt, Rex Hurst, William Johnson, Megan Katherine, Elliot Lawless",Bruce Allpress,"Bruce Allpress, Geraldine Brophy",A lonely boy discovers a mysterious egg that hatches a sea creature of Scottish legend.,A lonely boy discovers a mysterious,6.4,"$49,929,295.56 ","$51,110,441.70 ","$11,110,441.70 ","$15,028,334,714,698,600.00 ","$15,028,334,664,769,300.00 "
Hitman,2007,Action, Crime, Thriller,100,"France, USA",English,Xavier Gens,Skip Woods,"Timothy Olyphant, Dougray Scott, Olga Kurylenko, Robert Knepper, Ulrich Thomsen, Henry Ian Cusick, Michael Offei, Christian Erickson, Eriq Ebouaney, Joe Sheridan, James Faulkner, Jean-Marc Bellu, Nicky Naudé, Abdou Sagna, Ilya Nikitenko",Timothy Olyphant,"Timothy Olyphant, Dougray Scott","A gun-for-hire known only as Agent 47 hired by a group known only as 'The Organization' is ensnared in a political conspiracy, which finds him pursued by both Interpol and the Russian military as he treks across Russia and Eastern Europe.",A gun-for-hire known only as Agent,6.3,"$29,957,577.34 ","$49,539,465.10 ","$25,539,465.10 ","$14,639,345,023,591,800.00 ","$14,639,344,993,634,200.00 "
Fred Claus,2007,Comedy, Family, Fantasy,116,USA,English,David Dobkin,"Dan Fogelman, Jessie Nelson","Vince Vaughn, Paul Giamatti, John Michael Higgins, Miranda Richardson, Rachel Weisz, Kathy Bates, Trevor Peacock, Ludacris, Elizabeth Banks, Jeremy Swift, Elizabeth Berrington, Kevin Spacey, Rio Hackford, Bobb'e J. Thompson, Allan Corduner",Vince Vaughn,"Vince Vaughn, Paul Giamatti","Fred Claus, Santa's bitter older brother, is forced to move to the North Pole to help Santa and the elves prepare for Christmas in exchange for cash.","Fred Claus, Santa's bitter older",5.6,"$124,823,238.90 ","$89,881,191.28 ","($10,118,808.72)","$14,142,391,586,052,600.00 ","$14,142,391,461,229,400.00 "
TMNT,2007,Animation, Action, Adventure,87,"Hong Kong, USA",English,Kevin Munroe,"Kevin Munroe, Peter Laird","Chris Evans, Sarah Michelle Gellar, Mako, Kevin Smith, Patrick Stewart, Ziyi Zhang, Laurence Fishburne, Mitchell Whitfield, James Arnold Taylor, Mikey Kelley, Nolan North, John DiMaggio, Paula Mattioli, Kevin Michael Richardson, Fred Tatasciore",Chris Evans,"Chris Evans, Sarah Michelle Gellar","When the world is threatened by an ancient evil, the four adolescent turtles must reunite and overcome their faults in order to stand against it.",When the world is threatened by,6.2,"$42,439,901.23 ","$67,590,657.96 ","$33,590,657.96 ","$13,848,172,695,122,900.00 ","$13,848,172,652,683,000.00 "
Shooter,2007,Action, Drama, Thriller,124,USA,English,Antoine Fuqua,"Jonathan Lemkin, Stephen Hunter","Mark Wahlberg, Michael Peña, Danny Glover, Kate Mara, Elias Koteas, Rhona Mitra, Jonathan Walker, Louis Ferreira, Tate Donovan, Rade Serbedzija, A.C. Peterson, Ned Beatty, Lane Garrison, Zak Santiago, Michael-Ann Connor",Mark Wahlberg,"Mark Wahlberg, Michael Peña","A marksman living in exile is coaxed back into action after learning of a plot to kill the President. After being double crossed for the attempt and on the run, he sets out for the real killer and the truth.",A marksman living in exile is,7.2,"$76,142,175.73 ","$58,671,393.45 ","($2,328,606.55)","$13,832,862,112,594,600.00 ","$13,832,862,036,452,400.00 "
Michael Clayton,2007,Crime, Drama, Mystery,119,USA,English,Tony Gilroy,Tony Gilroy,"Tom Wilkinson, Michael O'Keefe, Sydney Pollack, Danielle Skraastad, Tilda Swinton, George Clooney, Wai Chan, Alberto Vazquez, Brian Koppelman, Tom McCarthy, Denis O'Hare, Julie White, Austin Williams, Jennifer Van Dyck, Frank Wood",Tom Wilkinson,"Tom Wilkinson, Michael O'Keefe","A law firm brings in its ""fixer"" to remedy the situation after a lawyer has a breakdown while representing a chemical company that he knows is guilty in a multibillion-dollar class action suit.","A law firm brings in its ""fixer""",7.2,"$31,205,809.72 ","$61,205,679.67 ","$36,205,679.67 ","$13,441,835,009,660,600.00 ","$13,441,834,978,454,800.00 "
No Reservations,2007,Comedy, Drama, Romance,104,USA,English,Scott Hicks,"Carol Fuchs, Sandra Nettelbeck","Catherine Zeta-Jones, Aaron Eckhart, Abigail Breslin, Patricia Clarkson, Jenny Wade, Bob Balaban, Brían F. O'Byrne, Lily Rabe, Eric Silver, Arija Bareikis, John McMartin, Celia Weston, Zoë Kravitz, Matthew Rauch, Dearbhla Molloy",Catherine Zeta-Jones,Catherine Zeta-Jones,The life of a top chef changes when she becomes the guardian of her young niece.,The life of a top chef changes,6.3,"$34,950,506.89 ","$53,808,775.61 ","$25,808,775.61 ","$13,385,347,604,134,600.00 ","$13,385,347,569,184,100.00 "
Epic Movie,2007,Adventure, Comedy,,86,USA,English,"Jason Friedberg, Aaron Seltzer","Jason Friedberg, Aaron Seltzer","Kal Penn, Adam Campbell, Jennifer Coolidge, Jayma Mays, Faune Chambers Watkins, Crispin Glover, Tony Cox, Héctor Jiménez, Darrell Hammond, Carmen Electra, Fred Willard, David Carradine, Kevin McDonald, George Alvarez, Crista Flanagan",Kal Penn,"Kal Penn, Adam Campbell",A spoof on previous years' epic movies (,A spoof on previous years' epic,2.4,"$24,964,647.78 ","$49,603,965.01 ","$29,603,965.01 ","$12,610,149,336,043,300.00 ","$12,610,149,311,078,700.00 "
The Kingdom,2007,Action, Drama, Thriller,110,"USA, Germany, United Arab Emirates",English,Peter Berg,Matthew Michael Carnahan,"Jamie Foxx, Chris Cooper, Jennifer Garner, Jason Bateman, Ashraf Barhom, Ali Suliman, Jeremy Piven, Richard Jenkins, Tim McGraw, Kyle Chandler, Frances Fisher, Danny Huston, Kelly AuCoin, Anna Deavere Smith, Minka Kelly",Jamie Foxx,"Jamie Foxx, Chris Cooper",A team of U.S. government agents are sent to investigate the bombing of an American facility in the Middle East.,A team of U.S. government agents,7,"$87,376,267.23 ","$59,336,945.97 ","($10,663,054.03)","$12,578,493,203,361,200.00 ","$12,578,493,115,984,900.00 "
Zodiac,2007,Crime, Drama, Mystery,157,USA,English,David Fincher,"James Vanderbilt, Robert Graysmith","Jake Gyllenhaal, Mark Ruffalo, Anthony Edwards, Robert Downey Jr., Brian Cox, John Carroll Lynch, Richmond Arquette, Bob Stephenson, John Lacy, Chloë Sevigny, Ed Setrakian, John Getz, John Terry, Candy Clark, Elias Koteas",Jake Gyllenhaal,"Jake Gyllenhaal, Mark Ruffalo","In the late 1960s/early 1970s, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree.","In the late 1960s/early 1970s,",7.7,"$81,135,105.28 ","$41,291,632.28 ","($23,708,367.72)","$12,255,681,018,997,800.00 ","$12,255,680,937,862,700.00 "
Premonition,2007,Drama, Fantasy, Thriller,96,USA,English,Mennan Yapo,Bill Kelly,"Sandra Bullock, Julian McMahon, Shyann McClure, Courtney Taylor Burness, Nia Long, Marc Macaulay, Kate Nelligan, Irene Ziegler, Phillip DeVona, Ritchie Montgomery, Matt Moore, Amber Valletta, Peter Stormare, Laurel Whitsett, Kristin Ketterer",Sandra Bullock,"Sandra Bullock, Julian McMahon","A depressed woman learns that her husband was killed in a car accident the previous day, then awakens the next morning to find him alive and well at home; then awakens the day after that to find that he's dead.",A depressed woman learns that,5.9,"$24,964,647.78 ","$59,731,170.21 ","$39,731,170.21 ","$12,185,053,874,207,100.00 ","$12,185,053,849,242,500.00 "
Hannibal Rising,2007,Adventure, Crime, Drama,121,"UK, Czech Republic, France, Italy, USA",English,Peter Webber,"Thomas Harris, Thomas Harris","Aaran Thomas, Gaspard Ulliel, Li Gong, Helena-Lia Tachovská, Richard Leaf, Dominic West, Rhys Ifans, Michelle Wade, Richard Brake, Martin Hub, Ingeborga Dapkunaite, Kevin McKidd, Joerg Stadler, Stephen Walters, Ivan Marevich",Aaran Thomas,"Aaran Thomas, Gaspard Ulliel","After the death of his parents during World War II, young Hannibal Lecter moves in with his beautiful aunt and begins plotting revenge on the barbarians responsible for his sister's death.",After the death of his parents,6.2,"$62,411,619.45 ","$34,539,820.96 ","($15,460,179.04)","$11,877,537,672,968,300.00 ","$11,877,537,610,556,700.00 "
Halloween,2007,Horror,,,109,USA,English,Rob Zombie,"Rob Zombie, John Carpenter","Malcolm McDowell, Brad Dourif, Tyler Mane, Daeg Faerch, Sheri Moon Zombie, William Forsythe, Richard Lynch, Udo Kier, Clint Howard, Danny Trejo, Lew Temple, Tom Towles, Bill Moseley, Leslie Easterbrook, Steve Boyles",Malcolm McDowell,"Malcolm McDowell, Brad Dourif","After being committed for 17 years, Michael Myers, now a grown man and still very dangerous, escapes from the mental institution and immediately returns to Haddonfield to find his baby sister, Laurie.","After being committed for 17 years,",6.1,"$18,723,485.83 ","$72,737,033.97 ","$57,737,033.97 ","$11,630,513,450,314,000.00 ","$11,630,513,431,590,500.00 "
The Number 23,2007,Crime, Mystery, Thriller,98,USA,English,Joel Schumacher,Fernley Phillips,"Jim Carrey, Virginia Madsen, Logan Lerman, Danny Huston, Lynn Collins, Rhona Mitra, Michelle Arthur, Mark Pellegrino, Paul Butcher, David Stifel, Corey Stoll, Ed Lauter, Troy Kotsur, Walter Soo Hoo, Patricia Belcher",Jim Carrey,"Jim Carrey, Virginia Madsen","Walter Sparrow becomes obsessed with a novel that he believes was written about him. As his obsession increases, more and more similarities seem to arise.",Walter Sparrow becomes obsessed,6.4,"$37,446,971.67 ","$43,929,250.92 ","$13,929,250.92 ","$11,228,177,736,036,400.00 ","$11,228,177,698,589,400.00 "
Next,2007,Action, Sci-Fi, Thriller,96,USA,English,Lee Tamahori,"Gary Goldman, Jonathan Hensleigh","Nicolas Cage, Julianne Moore, Jessica Biel, Thomas Kretschmann, Tory Kittles, José Zúñiga, Jim Beaver, Jason Butler Harner, Michael Trucco, Enzo Cilenti, Laetitia Danielle, Nicolas Pajon, Sergej Trifunovic, Charles Rahi Chun, Patricia Prata",Nicolas Cage,"Nicolas Cage, Julianne Moore",A Las Vegas magician who can see into the future is pursued by FBI agents seeking to use his abilities to prevent a nuclear terrorist attack.,A Las Vegas magician who can see,6.2,"$87,376,267.23 ","$22,731,576.26 ","($47,268,423.74)","$11,220,145,173,054,000.00 ","$11,220,145,085,677,700.00 "
There Will Be Blood,2007,Drama,,,158,USA,English,Paul Thomas Anderson,"Paul Thomas Anderson, Upton Sinclair","Daniel Day-Lewis, Martin Stringer, Matthew Braden Stringer, Jacob Stringer, Joseph Mussey, Barry Del Sherman, Harrison Taylor, Stockton Taylor, Paul F. Tompkins, Dillon Freasier, Kevin Breznahan, Jim Meskimen, Erica Sullivan, Randall Carver, Coco Leigh",Daniel Day-Lewis,"Daniel Day-Lewis, Martin Stringer","A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.","A story of family, religion, hatred,",8.2,"$31,205,809.72 ","$50,207,044.74 ","$25,207,044.74 ","$11,011,931,947,262,200.00 ","$11,011,931,916,056,400.00 "
